16788,2555
39464,1902
26026,1852
67211,1573
69209,1279
3541,1264
2150,1187
65760,1181
2278,1179
45191,1170
28431,1160
32964,1036
60580,974
66358,909
47489,901
67500,901
8788,856
54316,840
38839,797
56544,780
67245,762
21926,758
63191,748
49102,744
63977,743
19823,739
9946,729
62533,727
48946,723
41726,720
25174,714
62585,713
50570,704
46909,677
6031,663
28489,651
50074,642
17502,641
18614,636
27905,634
32162,624
32566,612
37903,604
56338,596
27262,581
26166,581
25746,575
25874,572
12294,571
51747,560
66590,557
38239,554
104,553
14417,553
7402,548
4211,545
47836,545
13480,541
57763,533
20556,526
55231,525
66631,517
8770,515
62783,507
31005,503
56767,494
69126,488
41564,483
31262,475
51596,473
51137,470
1151,469
68978,468
49577,467
59531,467
33604,466
51179,465
20012,463
41991,461
55190,459
40406,458
8957,458
58303,456
57262,455
11632,454
3543,452
62513,451
68835,451
39898,448
3233,447
49158,446
41505,444
1589,444
50719,444
26715,441
66469,438
42754,436
50174,434
68957,433
18676,433
31173,433
13550,431
55571,431
42446,430
19671,427
42689,426
4427,426
14990,425
21846,425
19270,425
1172,423
64425,422
64507,419
48408,417
20415,416
11504,414
44817,413
38639,412
61284,410
69151,410
59922,409
25529,408
33507,407
34370,407
16529,406
28737,405
4439,405
67983,405
3213,400
67283,398
59194,397
42331,397
42967,396
40255,396
24893,394
28443,393
51615,391
33026,390
48427,389
40981,387
68220,386
27116,386
67906,385
18191,381
39586,380
24769,380
8425,378
22386,377
28238,376
60174,375
67749,373
58360,373
9251,373
19370,372
50373,372
49817,371
854,370
2745,369
43769,369
65296,369
32482,368
19680,368
47922,368
49964,367
47737,367
34887,367
19603,366
65223,366
37636,366
15999,365
1009,365
49945,364
28020,362
45641,361
13728,356
26233,356
18437,352
68233,352
18227,350
67505,350
15624,350
17106,348
58050,346
49830,346
14836,344
11333,344
54483,343
14085,343
44254,342
25568,342
38322,340
13251,339
56800,338
9408,338
7191,338
32984,336
35619,336
13644,334
35950,334
17964,332
55516,329
5411,327
33599,326
23504,326
6068,326
4610,324
43452,322
54833,322
8304,322
36444,321
46739,321
40104,319
21121,318
8055,318
28187,318
41985,318
40584,317
38326,316
11464,316
62,315
48481,315
29848,314
52212,314
6169,313
23524,310
43761,310
67827,309
28404,308
36689,306
1010,305
32209,304
35576,304
34595,304
26318,303
8433,302
20101,302
8226,301
3857,301
10364,301
7500,300
51132,300
7900,298
64621,298
39446,297
67320,297
34875,297
28840,295
4370,295
47921,295
10896,295
270,294
53260,294
26290,294
9485,293
10506,293
36450,292
21644,287
60522,287
1429,287
32027,287
21770,286
37501,286
16765,286
62809,286
45664,286
9573,284
59876,283
13360,282
64984,281
67111,279
66889,279
28682,279
41120,279
730,278
12546,277
59277,277
10714,277
41427,276
23468,276
2609,275
67796,275
12721,275
39892,274
26808,274
1143,274
11605,274
23432,273
32242,273
56399,273
13304,272
8864,272
5819,271
44562,271
14081,271
14018,270
55212,270
18512,270
17177,270
45004,269
25848,269
34066,268
4902,268
62984,267
30917,267
46555,267
10094,267
18221,266
32280,266
4247,266
36453,265
1191,264
9213,264
29656,264
20610,263
42913,262
13578,261
42619,261
12690,261
29724,261
49046,261
58840,260
23154,260
36748,260
52864,260
43617,260
20352,259
62801,259
53546,259
18897,259
67573,259
58536,258
47262,258
41173,258
1923,258
10884,257
20431,257
58672,257
33136,256
43199,256
49683,256
64308,255
8745,255
43930,254
44476,254
34485,254
57306,253
11666,253
35996,253
62633,253
62862,252
7603,252
40222,252
28246,251
26430,251
41085,250
10647,250
21543,250
40261,249
6273,249
10223,248
6942,248
17742,248
10149,248
43669,248
62094,247
55082,246
48357,246
57496,246
12697,246
1823,245
13931,245
49299,245
19043,244
115,244
21105,244
56431,243
21741,243
42751,242
2511,242
6512,242
60853,242
10700,241
63706,241
33835,241
68557,241
4185,241
57126,241
50569,240
40546,240
42429,240
43269,240
25937,240
12355,240
25952,239
1451,239
22354,238
1886,238
17140,238
8858,237
3411,237
57460,237
16698,237
63171,236
3546,236
12168,236
7476,235
1362,235
40013,235
7997,235
10716,235
26637,235
27860,234
47706,234
53285,233
30519,233
28592,233
36320,233
59727,232
21295,232
57219,232
47103,232
31478,232
4394,231
53802,231
32548,230
35963,230
62687,230
10570,229
21391,229
12558,229
24085,228
56653,227
33814,227
46115,227
38518,227
29992,226
55595,226
58032,226
50486,226
40486,226
32121,225
38503,225
50655,225
15857,225
54821,225
10295,224
4520,224
51776,224
21603,223
47591,223
53697,223
30340,223
69226,222
55539,222
53300,222
37081,221
61772,221
66019,221
36631,221
722,221
23411,220
26668,220
31853,220
25376,219
44698,219
9782,219
1391,218
68883,218
54134,218
66081,218
33898,218
33808,217
63670,217
24766,216
20729,216
37179,215
24285,215
4235,215
46932,215
58686,215
8403,215
40081,215
32713,215
11624,214
13688,213
48695,213
49269,213
38071,213
24027,213
16165,213
22446,213
30482,213
45312,213
5879,213
18393,212
32213,212
57525,211
23427,211
64852,211
68930,211
33711,211
37315,211
36244,211
66978,210
51031,210
58820,209
16837,209
68543,209
27929,209
56716,208
33410,208
22500,208
18741,207
15147,207
62504,207
41333,207
62583,206
55060,206
47111,205
66396,205
65840,205
52262,205
38485,205
57869,205
21761,205
55151,204
35842,204
26803,204
28403,204
5629,204
23019,204
