4277,1435
4169,1210
1680,1108
3032,861
5831,826
3539,819
2909,817
4448,814
1285,800
1015,794
3224,792
424,788
549,760
3391,755
3292,707
1698,693
1448,681
4344,678
5100,666
1980,652
3163,639
678,637
524,632
2793,608
839,604
2507,604
1088,604
5795,598
1835,589
1941,588
3272,579
4482,571
5511,569
195,567
2304,563
4085,547
5046,544
3841,539
2116,539
1451,536
5614,536
53,536
3705,535
3029,527
1317,524
1899,521
1117,519
5312,517
4508,517
550,516
543,515
1884,514
4021,510
3491,508
1764,506
1635,506
3067,505
2124,502
1051,499
4802,497
5812,496
1120,492
4543,488
3834,486
869,486
4089,485
1741,484
2529,482
1926,481
4386,479
5954,478
4682,477
1425,473
3626,470
5015,469
4048,467
1298,467
2181,466
710,464
1812,463
5111,462
3823,462
1203,457
5504,456
5643,456
4647,454
5011,453
5329,453
352,452
3507,452
692,450
2777,449
1880,449
1671,448
1447,448
3483,447
2544,445
3650,445
3675,445
3792,443
1676,443
5333,441
3681,440
4867,438
2073,438
1613,433
3018,431
2030,431
1733,430
149,429
5387,428
1224,426
1983,426
1943,424
1727,423
4227,421
4732,420
3842,419
3808,418
1605,416
1579,414
4411,413
1837,413
5317,413
4305,411
412,408
984,407
1465,406
4238,406
4506,406
4033,405
2878,404
4579,403
1897,402
1274,400
6036,399
2015,399
802,398
1645,396
1737,395
4354,395
5074,395
1264,395
5675,395
752,393
2063,393
173,393
5682,392
5550,392
731,392
5837,392
331,391
1383,391
2665,391
148,391
2203,389
1501,389
2092,387
1842,386
911,384
5394,383
1019,383
3590,382
1647,380
2860,379
5996,379
4904,376
4578,373
3916,372
4054,372
1266,370
5878,369
588,368
3503,368
3878,368
1306,367
1639,367
5522,367
4312,365
889,364
3080,364
4673,363
3031,362
4979,361
4607,359
5763,359
4115,358
1242,357
4041,356
3885,356
1260,356
721,356
5000,356
1112,355
1586,355
4318,355
3769,354
5964,353
5256,353
1449,352
1137,352
2753,351
4819,350
187,350
5759,348
3963,347
2453,347
4497,347
2340,346
235,345
1988,345
2841,344
5306,343
1974,343
714,343
1333,343
3992,342
5289,342
4447,342
4213,342
1969,341
4771,338
5163,338
438,337
3768,337
169,336
2986,335
216,335
1958,334
2895,334
1246,334
5636,332
3518,331
2018,331
1836,330
4728,329
1303,329
1758,329
3201,328
6016,328
4408,328
2899,327
716,327
5744,327
4028,326
4217,326
3410,326
3526,325
58,324
1611,324
948,323
4285,323
1701,323
4715,322
2237,321
3285,321
1068,321
3469,320
3259,320
1354,320
850,319
3562,318
3592,318
5367,317
5090,317
4388,316
5026,316
5948,315
482,315
2077,314
5539,314
4425,312
2907,311
2041,311
855,311
2038,311
509,309
3367,309
4064,309
531,309
4345,308
669,307
319,307
272,305
4387,305
5220,305
3401,305
817,305
5482,305
5359,305
10,305
1194,303
1778,303
5443,303
36,303
2764,303
4816,302
1920,302
3693,302
1699,302
1181,301
4489,300
2581,299
1202,298
2088,298
1752,297
2872,297
3940,297
3308,296
3641,296
2164,296
3724,296
5755,296
4784,295
4535,295
2446,295
5888,294
1530,293
3108,293
2383,293
442,293
3081,293
4083,293
5880,293
1322,292
1628,292
1748,291
533,291
5747,290
651,290
5054,290
5428,289
639,288
3999,287
2761,287
202,286
123,286
1697,286
4950,286
1717,286
3829,285
957,285
2887,285
881,285
3756,285
3313,284
5070,284
3824,283
5475,283
4510,283
877,283
476,282
5605,282
151,282
3118,282
4708,281
146,280
2583,280
4086,280
308,280
4053,279
225,279
3557,278
2928,278
3425,277
3729,277
4748,276
4079,276
1119,276
2303,276
4156,275
5689,275
5319,274
5493,274
5787,274
1389,274
5972,274
3624,273
4472,273
161,273
1369,272
3688,272
5848,272
528,272
3416,271
4375,270
4058,269
3054,269
1712,269
2271,269
1889,269
1150,268
1916,268
5580,268
392,267
2251,267
4167,266
2967,265
4505,265
411,264
6002,264
1587,264
3713,264
62,263
4116,262
157,262
4808,262
1297,261
3853,261
2820,261
1087,261
3679,261
2016,260
1101,260
3311,260
4112,260
3499,260
3476,260
5271,260
696,260
3850,260
1244,259
1591,259
5107,259
1211,259
2185,259
2641,259
780,259
4884,258
2934,258
1746,258
5156,257
5841,257
2929,256
3462,256
1694,256
5847,255
3300,255
3013,255
2244,255
1998,255
5103,255
1273,254
3600,254
302,254
3320,254
2419,253
3836,253
346,253
2436,253
5433,253
3716,253
3380,252
4888,252
1284,252
4786,251
1757,251
3521,251
2781,251
3365,251
2624,250
2020,250
5371,250
6010,250
770,250
5172,249
937,249
2592,249
2484,249
919,249
4107,249
4879,248
2857,248
2168,248
3471,248
3371,247
5788,247
5568,247
1675,247
1113,246
198,246
1001,246
4981,245
204,245
3182,245
637,245
3412,245
949,245
3314,245
3558,244
1599,244
3217,244
355,244
2918,244
2743,244
3683,243
1667,243
5717,243
453,242
2293,242
1172,242
1058,242
3261,241
1164,241
1685,240
4406,240
3892,240
5517,240
3957,240
1343,239
4258,239
2731,239
3807,239
791,239
3945,239
5684,239
1790,239
2995,238
2279,238
3414,238
1069,238
3900,238
5501,238
2611,238
2376,238
2913,238
5523,238
3140,238
3695,238
3780,237
4502,237
5458,237
4303,237
1141,237
3475,237
5077,236
3512,236
5738,235
702,235
4889,235
343,235
1086,234
3299,234
3685,234
2232,234
3394,234
4298,234
5667,234
3125,234
4523,233
2334,233
1124,233
5890,233
175,232
3423,232
4958,232
929,232
1077,231
2901,231
4042,231
4140,231
3101,231
4250,231
5300,231
4470,231
4224,230
4957,230
